match_api_id,season,stage,date,away_team,home_team,home_team_goal,away_team_goal,result_match,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,away_possession,home_possession,home_shoton,away_shoton
489052,2008/2009,2,2008-08-23 00:00:00,8549,8650,2,1,H,37139,37139,37139,37139,37139,37139,30618.0,30889.0,24800.0,24635.0,30853.0,24753.0,24753.0,24753.0,24753.0,24753.0,24753.0,24393.0,97932.0,30892.0,35608.0,42183.0,47,46,11,7
489053,2008/2009,2,2008-08-23 00:00:00,8472,8586,1,2,A,30895,30895,30895,30895,30895,30895,30818.0,31097.0,23760.0,31921.0,23949.0,38802.0,38802.0,38802.0,38802.0,38802.0,38802.0,24411.0,17866.0,30352.0,23927.0,24410.0,54,53,2,4
489054,2008/2009,2,2008-08-23 00:00:00,8559,10261,1,0,H,38807,38807,38807,38807,38807,38807,40565.0,30360.0,33852.0,34574.0,37799.0,23934.0,23934.0,23934.0,23934.0,23934.0,23934.0,23933.0,35532.0,23931.0,24372.0,34261.0,53,55,1,5
489056,2008/2009,2,2008-08-23 00:00:00,8667,8655,1,1,D,23922,23922,23922,23922,23922,23922,23889.0,30342.0,23916.0,30646.0,34176.0,23034.0,23034.0,23034.0,23034.0,23034.0,23034.0,23023.0,34437.0,23438.0,39073.0,23352.0,47,51,8,5
489057,2008/2009,2,2008-08-23 00:00:00,9825,9879,1,0,H,24020,24020,24020,24020,24020,24020,24843.0,30338.0,24737.0,24741.0,34248.0,31013.0,31013.0,31013.0,31013.0,31013.0,31013.0,30935.0,39297.0,26181.0,30960.0,30843.0,34,53,4,12
489058,2008/2009,2,2008-08-23 00:00:00,8668,8659,1,2,A,24171,24171,24171,24171,24171,24171,40055.0,24664.0,31088.0,23257.0,27267.0,24011.0,24011.0,24011.0,24011.0,24011.0,24011.0,109058.0,23268.0,24006.0,148790.0,24160.0,49,66,2,2
489060,2008/2009,2,2008-08-23 00:00:00,10252,10194,3,2,H,24435,24435,24435,24435,24435,24435,23333.0,35636.0,25668.0,23288.0,38755.0,38609.0,38609.0,38609.0,38609.0,38609.0,38609.0,24780.0,23782.0,23354.0,23264.0,26165.0,48,47,1,5
489055,2008/2009,2,2008-08-24 00:00:00,8654,8456,3,0,H,24213,24213,24213,24213,24213,24213,39027.0,,33633.0,40198.0,51553.0,36394.0,36394.0,36394.0,36394.0,36394.0,36394.0,37169.0,24223.0,24773.0,34543.0,23139.0,48,52,9,5
489061,2008/2009,2,2008-08-24 00:00:00,8455,8528,0,1,A,35327,35327,35327,35327,35327,35327,25150.0,97988.0,24663.0,34466.0,127857.0,30699.0,30699.0,30699.0,30699.0,30699.0,30699.0,30675.0,30631.0,30686.0,30630.0,37804.0,35,52,7,6
489059,2008/2009,2,2008-08-25 00:00:00,10260,8462,0,1,A,25517,25517,25517,25517,25517,25517,24653.0,23988.0,63520.0,30348.0,30830.0,24148.0,24148.0,24148.0,24148.0,24148.0,24148.0,40961.0,30373.0,24150.0,30829.0,38817.0,45,65,7,11
489063,2008/2009,3,2008-08-30 00:00:00,10261,9825,3,0,H,30935,30935,30935,30935,30935,30935,30613.0,39297.0,26181.0,30960.0,30843.0,33852.0,33852.0,33852.0,33852.0,33852.0,33852.0,30360.0,40565.0,29581.0,30619.0,24225.0,43,47,8,6
489065,2008/2009,3,2008-08-30 00:00:00,8655,8654,4,1,H,36394,36394,36394,36394,36394,36394,37169.0,24223.0,24773.0,34543.0,23139.0,30842.0,30842.0,30842.0,30842.0,30842.0,30842.0,23922.0,30849.0,23916.0,30646.0,34176.0,40,58,0,4
489067,2008/2009,3,2008-08-30 00:00:00,8462,8668,0,3,A,24011,24011,24011,24011,24011,24011,109058.0,23268.0,24006.0,24003.0,24160.0,25517.0,25517.0,25517.0,25517.0,25517.0,25517.0,24653.0,23988.0,63520.0,30348.0,30830.0,64,47,4,4
489068,2008/2009,3,2008-08-30 00:00:00,10194,8549,2,1,H,24753,24753,24753,24753,24753,24753,97932.0,24393.0,30892.0,35608.0,42183.0,24435.0,24435.0,24435.0,24435.0,24435.0,24435.0,35636.0,23333.0,25668.0,23288.0,38755.0,54,57,4,1
489069,2008/2009,3,2008-08-30 00:00:00,8659,8559,0,0,D,23931,23931,23931,23931,23931,23931,23784.0,35532.0,23933.0,23937.0,23934.0,24171.0,24171.0,24171.0,24171.0,24171.0,24171.0,40055.0,24664.0,38433.0,31088.0,27267.0,53,57,3,7
489070,2008/2009,3,2008-08-30 00:00:00,8528,8667,0,5,A,23034,23034,23034,23034,23034,23034,23023.0,34437.0,23438.0,39073.0,23563.0,35327.0,35327.0,35327.0,35327.0,35327.0,35327.0,25150.0,97988.0,38816.0,34466.0,127857.0,50,60,3,9
489064,2008/2009,3,2008-08-31 00:00:00,8456,8472,0,3,A,38802,38802,38802,38802,38802,38802,,30352.0,17866.0,23927.0,33418.0,30367.0,30367.0,30367.0,30367.0,30367.0,30367.0,,34299.0,39027.0,24213.0,40792.0,42,55,4,5
489066,2008/2009,3,2008-08-31 00:00:00,8650,10252,0,0,D,24780,24780,24780,24780,24780,24780,38609.0,23782.0,23354.0,26165.0,23264.0,37139.0,37139.0,37139.0,37139.0,37139.0,37139.0,30889.0,38818.0,95327.0,24635.0,30853.0,43,46,0,6
489071,2008/2009,3,2008-08-31 00:00:00,8586,8455,1,1,D,30675,30675,30675,30675,30675,30675,30456.0,30631.0,30686.0,30630.0,37804.0,23760.0,23760.0,23760.0,23760.0,23760.0,23760.0,31097.0,34182.0,30818.0,41157.0,23949.0,45,50,4,6
489072,2008/2009,4,2008-09-13 00:00:00,10260,8650,2,1,H,24800,24800,24800,24800,24800,24800,30889.0,38818.0,37920.0,37139.0,24635.0,30373.0,30373.0,30373.0,30373.0,30373.0,30373.0,34944.0,40961.0,30829.0,27430.0,38817.0,64,45,5,7
489074,2008/2009,4,2008-09-13 00:00:00,8667,10261,1,2,A,23983,23983,23983,23983,23983,23983,30360.0,40565.0,37845.0,30619.0,24225.0,32577.0,32577.0,32577.0,32577.0,32577.0,32577.0,34437.0,23023.0,3512.0,23352.0,23034.0,52,53,1,4
489075,2008/2009,4,2008-09-13 00:00:00,8455,8456,1,3,A,30367,30367,30367,30367,30367,30367,34299.0,39027.0,33974.0,24213.0,40792.0,30686.0,30686.0,30686.0,30686.0,30686.0,30686.0,30631.0,32345.0,30630.0,37804.0,30679.0,50,46,6,5
489076,2008/2009,4,2008-09-13 00:00:00,9825,8655,0,4,A,30842,30842,30842,30842,30842,30842,23922.0,38711.0,23916.0,30646.0,34176.0,30935.0,30935.0,30935.0,30935.0,30935.0,30935.0,30613.0,39297.0,31013.0,30960.0,30843.0,47,55,7,12
489077,2008/2009,4,2008-09-13 00:00:00,8559,9879,2,1,H,24020,24020,24020,24020,24020,24020,30338.0,24843.0,24737.0,24741.0,31907.0,23931.0,23931.0,23931.0,23931.0,23931.0,23931.0,23933.0,35532.0,23784.0,23937.0,23934.0,48,47,2,10
489078,2008/2009,4,2008-09-13 00:00:00,8654,8659,3,2,H,24171,24171,24171,24171,24171,24171,40055.0,24664.0,23257.0,38433.0,32570.0,30966.0,30966.0,30966.0,30966.0,30966.0,30966.0,37169.0,24223.0,30734.0,34543.0,23139.0,45,52,7,4
489079,2008/2009,4,2008-09-13 00:00:00,8549,8462,2,1,H,25517,25517,25517,25517,25517,25517,24653.0,23988.0,63520.0,30348.0,30830.0,24753.0,24753.0,24753.0,24753.0,24753.0,24753.0,33128.0,24393.0,30892.0,35608.0,38491.0,53,59,2,4
489081,2008/2009,4,2008-09-13 00:00:00,8472,8528,1,1,D,35327,35327,35327,35327,35327,35327,25150.0,97988.0,38816.0,127857.0,34466.0,38802.0,38802.0,38802.0,38802.0,38802.0,38802.0,24411.0,24655.0,30352.0,23927.0,33418.0,54,48,1,4
489080,2008/2009,4,2008-09-14 00:00:00,8668,10194,2,3,A,24435,24435,24435,24435,24435,24435,40005.0,23333.0,25668.0,23288.0,38755.0,25666.0,25666.0,25666.0,25666.0,25666.0,25666.0,39618.0,31070.0,24011.0,30876.0,24160.0,41,47,1,7
489073,2008/2009,4,2008-09-15 00:00:00,10252,8586,1,2,A,30895,30895,30895,30895,30895,30895,34182.0,24656.0,31097.0,40755.0,23949.0,24780.0,24780.0,24780.0,24780.0,24780.0,24780.0,38609.0,23782.0,23354.0,26165.0,23264.0,55,50,1,2
489082,2008/2009,5,2008-09-20 00:00:00,10194,8650,0,0,D,37139,37139,37139,37139,37139,37139,30618.0,30889.0,37920.0,30853.0,24635.0,24435.0,24435.0,24435.0,24435.0,24435.0,24435.0,23333.0,24133.0,25668.0,23288.0,23314.0,39,56,10,5
489083,2008/2009,5,2008-09-20 00:00:00,8549,8472,2,0,H,38802,38802,38802,38802,38802,38802,24411.0,24655.0,30352.0,23927.0,33418.0,24753.0,24753.0,24753.0,24753.0,24753.0,24753.0,33128.0,24393.0,30892.0,24159.0,35608.0,0,54,3,1
489085,2008/2009,5,2008-09-20 00:00:00,10261,8654,3,1,H,30966,30966,30966,30966,30966,30966,24223.0,37169.0,24773.0,34543.0,27665.0,23983.0,23983.0,23983.0,23983.0,23983.0,23983.0,26161.0,30360.0,34574.0,30619.0,37845.0,49,57,12,3
489087,2008/2009,5,2008-09-20 00:00:00,9879,8655,1,0,H,30842,30842,30842,30842,30842,30842,38711.0,78507.0,23916.0,30646.0,34176.0,24020.0,24020.0,24020.0,24020.0,24020.0,24020.0,30338.0,24843.0,24737.0,24741.0,31907.0,36,0,3,11
489088,2008/2009,5,2008-09-20 00:00:00,9825,8559,1,3,A,38999,38999,38999,38999,38999,38999,23933.0,35532.0,23931.0,23937.0,23934.0,30935.0,30935.0,30935.0,30935.0,30935.0,30935.0,30613.0,23678.0,39297.0,30960.0,36410.0,0,64,5,5
489084,2008/2009,5,2008-09-21 00:00:00,8528,8586,0,0,D,23760,23760,23760,23760,23760,23760,30818.0,25421.0,31921.0,23949.0,40755.0,35327.0,35327.0,35327.0,35327.0,35327.0,35327.0,25005.0,97988.0,24663.0,34466.0,127857.0,46,54,14,9
489086,2008/2009,5,2008-09-21 00:00:00,8462,8456,6,0,H,39027,39027,39027,39027,39027,39027,30367.0,24213.0,40198.0,33974.0,40792.0,23988.0,23988.0,23988.0,23988.0,23988.0,23988.0,24653.0,40987.0,63520.0,30830.0,30348.0,0,48,3,12
489089,2008/2009,5,2008-09-21 00:00:00,10252,8659,1,2,A,24171,24171,24171,24171,24171,24171,40055.0,24664.0,23257.0,38433.0,32570.0,24780.0,24780.0,24780.0,24780.0,24780.0,24780.0,38609.0,23782.0,23354.0,26165.0,23264.0,46,57,5,9
489090,2008/2009,5,2008-09-21 00:00:00,8668,8667,2,2,D,32577,32577,32577,32577,32577,32577,23023.0,34437.0,3512.0,26143.0,23352.0,24006.0,24006.0,24006.0,24006.0,24006.0,24006.0,39618.0,31070.0,24011.0,30876.0,24160.0,39,51,3,3
489091,2008/2009,5,2008-09-21 00:00:00,10260,8455,1,1,D,30630,30630,30630,30630,30630,30630,30631.0,32345.0,30699.0,30679.0,37804.0,30645.0,30645.0,30645.0,30645.0,30645.0,30645.0,24148.0,30373.0,30802.0,27430.0,30829.0,44,48,5,4
489092,2008/2009,6,2008-09-27 00:00:00,8559,10260,2,0,H,30893,30893,30893,30893,30893,30893,24148.0,40961.0,30802.0,38817.0,27430.0,23934.0,23934.0,23934.0,23934.0,23934.0,23934.0,23933.0,23784.0,35532.0,23937.0,34261.0,57,50,8,7
489093,2008/2009,6,2008-09-27 00:00:00,8667,9825,1,2,A,30935,30935,30935,30935,30935,30935,30613.0,39297.0,31013.0,30960.0,30843.0,34437.0,34437.0,34437.0,34437.0,34437.0,34437.0,30595.0,39073.0,23023.0,26143.0,23352.0,54,43,5,4
489094,2008/2009,6,2008-09-27 00:00:00,8472,10252,2,1,H,24780,24780,24780,24780,24780,24780,38609.0,23782.0,23354.0,23264.0,26165.0,38802.0,38802.0,38802.0,38802.0,38802.0,38802.0,24411.0,30352.0,38812.0,33418.0,23927.0,49,49,4,11
489095,2008/2009,6,2008-09-27 00:00:00,8650,8668,0,2,A,24011,24011,24011,24011,24011,24011,30371.0,39618.0,24006.0,30876.0,24160.0,37139.0,37139.0,37139.0,37139.0,37139.0,37139.0,30889.0,30618.0,37920.0,30853.0,24635.0,36,46,7,13
489096,2008/2009,6,2008-09-27 00:00:00,8659,8549,0,1,A,24753,24753,24753,24753,24753,24753,24393.0,97932.0,30892.0,35608.0,38491.0,38433.0,38433.0,38433.0,38433.0,38433.0,38433.0,24171.0,40055.0,24664.0,31088.0,32570.0,51,51,12,7
489097,2008/2009,6,2008-09-27 00:00:00,8655,10261,1,2,A,23983,23983,23983,23983,23983,23983,30360.0,34574.0,29581.0,30619.0,37845.0,30842.0,30842.0,30842.0,30842.0,30842.0,30842.0,,23913.0,24136.0,23170.0,30646.0,53,59,9,2
489098,2008/2009,6,2008-09-27 00:00:00,8654,9879,1,2,A,24020,24020,24020,24020,24020,24020,30338.0,24843.0,24737.0,24741.0,31907.0,30966.0,30966.0,30966.0,30966.0,30966.0,30966.0,24223.0,37169.0,24773.0,34543.0,27665.0,41,47,5,4
489100,2008/2009,6,2008-09-27 00:00:00,8455,10194,0,2,A,24435,24435,24435,24435,24435,24435,24133.0,23333.0,23072.0,23288.0,23314.0,31906.0,31906.0,31906.0,31906.0,31906.0,31906.0,30699.0,32345.0,30631.0,30679.0,30822.0,50,64,2,16
489099,2008/2009,6,2008-09-28 00:00:00,8586,8462,2,0,H,23285,23285,23285,23285,23285,23285,23988.0,24373.0,63520.0,30830.0,30348.0,34182.0,34182.0,34182.0,34182.0,34182.0,34182.0,23760.0,30818.0,25421.0,30950.0,40755.0,55,59,2,7
489101,2008/2009,6,2008-09-28 00:00:00,8456,8528,2,1,H,35327,35327,35327,35327,35327,35327,97988.0,25150.0,41877.0,34466.0,127857.0,39027.0,39027.0,39027.0,39027.0,39027.0,39027.0,30367.0,33974.0,24213.0,40198.0,40792.0,41,45,5,5
489102,2008/2009,7,2008-10-04 00:00:00,9825,8472,1,1,D,38802,38802,38802,38802,38802,38802,,24411.0,17866.0,30352.0,33418.0,31013.0,31013.0,31013.0,31013.0,31013.0,31013.0,30613.0,23678.0,39297.0,30843.0,30960.0,38,53,2,12
489107,2008/2009,7,2008-10-04 00:00:00,10260,8655,0,2,A,30842,30842,30842,30842,30842,30842,23913.0,24136.0,23916.0,23170.0,30646.0,30893.0,30893.0,30893.0,30893.0,30893.0,30893.0,24148.0,40961.0,24154.0,27430.0,30829.0,21,54,6,19
489108,2008/2009,7,2008-10-04 00:00:00,9879,8659,1,0,H,24171,24171,24171,24171,24171,24171,40055.0,38433.0,24664.0,27267.0,32570.0,30956.0,30956.0,30956.0,30956.0,30956.0,30956.0,24843.0,30338.0,24020.0,24737.0,24741.0,42,0,9,7
489110,2008/2009,7,2008-10-04 00:00:00,8549,8528,0,1,A,35327,35327,35327,35327,35327,35327,25150.0,97988.0,41877.0,127857.0,34466.0,24753.0,24753.0,24753.0,24753.0,24753.0,24753.0,24393.0,97932.0,30892.0,35608.0,38491.0,0,51,4,10
489103,2008/2009,7,2008-10-05 00:00:00,8667,8586,0,1,A,30895,30895,30895,30895,30895,30895,34182.0,30818.0,31097.0,40755.0,24157.0,34437.0,34437.0,34437.0,34437.0,34437.0,34437.0,23023.0,30595.0,39073.0,26143.0,23352.0,38,45,7,3
489104,2008/2009,7,2008-10-05 00:00:00,8559,8654,1,3,A,30966,30966,30966,30966,30966,30966,24223.0,37169.0,27665.0,24773.0,34543.0,23934.0,23934.0,23934.0,23934.0,23934.0,23934.0,23933.0,23784.0,35532.0,23937.0,34261.0,21,58,9,5
489105,2008/2009,7,2008-10-05 00:00:00,10261,8668,2,2,D,24011,24011,24011,24011,24011,24011,24006.0,39618.0,36012.0,30735.0,24160.0,23983.0,23983.0,23983.0,23983.0,23983.0,23983.0,30360.0,40565.0,29581.0,30619.0,34574.0,46,49,2,1
489106,2008/2009,7,2008-10-05 00:00:00,8650,8456,2,3,A,39027,39027,39027,39027,39027,39027,40198.0,30367.0,24213.0,33974.0,40792.0,37139.0,37139.0,37139.0,37139.0,37139.0,37139.0,38818.0,30889.0,37920.0,30618.0,30853.0,51,51,8,8
489109,2008/2009,7,2008-10-05 00:00:00,10194,8462,2,1,H,25517,25517,25517,25517,25517,25517,24653.0,24373.0,63520.0,30348.0,30830.0,25668.0,25668.0,25668.0,25668.0,25668.0,25668.0,23333.0,35636.0,23275.0,38755.0,23288.0,58,45,5,6
489111,2008/2009,7,2008-10-05 00:00:00,10252,8455,2,0,H,32345,32345,32345,32345,32345,32345,30630.0,30699.0,30631.0,30679.0,37804.0,24780.0,24780.0,24780.0,24780.0,24780.0,24780.0,38609.0,23782.0,23354.0,26165.0,23264.0,47,42,13,7
489112,2008/2009,8,2008-10-18 00:00:00,8659,10260,4,0,H,30893,30893,30893,30893,30893,30893,24148.0,24154.0,30802.0,27430.0,30829.0,24171.0,24171.0,24171.0,24171.0,24171.0,24171.0,40055.0,38433.0,24664.0,23257.0,32570.0,49,39,8,6
489113,2008/2009,8,2008-10-18 00:00:00,8668,9825,3,1,H,30935,30935,30935,30935,30935,30935,30613.0,39297.0,26181.0,30843.0,30960.0,24011.0,24011.0,24011.0,24011.0,24011.0,24011.0,24006.0,109058.0,39618.0,36012.0,24160.0,65,39,6,3
489114,2008/2009,8,2008-10-18 00:00:00,8528,8650,3,2,H,34601,34601,34601,34601,34601,34601,30618.0,30889.0,37920.0,37139.0,24635.0,35327.0,35327.0,35327.0,35327.0,35327.0,35327.0,25150.0,97988.0,37684.0,41877.0,127857.0,45,50,6,11
489115,2008/2009,8,2008-10-18 00:00:00,8462,10252,0,0,D,23782,23782,23782,23782,23782,23782,24780.0,38609.0,23354.0,23264.0,26165.0,23285.0,23285.0,23285.0,23285.0,23285.0,23285.0,24653.0,25517.0,63520.0,30348.0,30830.0,43,49,2,11
489116,2008/2009,8,2008-10-18 00:00:00,8455,8549,0,5,A,24159,24159,24159,24159,24159,24159,24393.0,97932.0,30892.0,24753.0,38491.0,30456.0,30456.0,30456.0,30456.0,30456.0,30456.0,32345.0,30631.0,31906.0,37804.0,30679.0,51,55,2,15
489118,2008/2009,8,2008-10-18 00:00:00,8472,9879,0,0,D,24020,24020,24020,24020,24020,24020,30338.0,24843.0,24737.0,24741.0,31907.0,33316.0,33316.0,33316.0,33316.0,33316.0,33316.0,38802.0,24411.0,,30352.0,33418.0,61,51,5,5
489119,2008/2009,8,2008-10-18 00:00:00,8655,8559,0,0,D,23784,23784,23784,23784,23784,23784,23934.0,23933.0,35532.0,24372.0,34261.0,30842.0,30842.0,30842.0,30842.0,30842.0,30842.0,,23913.0,24136.0,30369.0,34176.0,61,50,6,4
489120,2008/2009,8,2008-10-19 00:00:00,8654,8667,1,0,H,34437,34437,34437,34437,34437,34437,23023.0,30595.0,39073.0,23352.0,26143.0,30966.0,30966.0,30966.0,30966.0,30966.0,30966.0,24223.0,37169.0,24773.0,33781.0,34543.0,50,69,4,5
489121,2008/2009,8,2008-10-19 00:00:00,8586,10194,2,1,H,22994,22994,22994,22994,22994,22994,23333.0,24133.0,25668.0,23314.0,23288.0,34182.0,34182.0,34182.0,34182.0,34182.0,34182.0,23760.0,30818.0,31097.0,30895.0,23949.0,31,57,3,15
489117,2008/2009,8,2008-10-20 00:00:00,8456,10261,2,2,D,23983,23983,23983,23983,23983,23983,40565.0,30360.0,34574.0,37799.0,24225.0,30367.0,30367.0,30367.0,30367.0,30367.0,30367.0,39027.0,34299.0,33974.0,24213.0,40792.0,50,35,9,2
489122,2008/2009,9,2008-10-25 00:00:00,10261,8472,2,1,H,38802,38802,38802,38802,38802,38802,24411.0,,30352.0,23927.0,33418.0,23983.0,23983.0,23983.0,23983.0,23983.0,23983.0,40565.0,30360.0,34574.0,24225.0,37799.0,60,49,7,2
489125,2008/2009,9,2008-10-25 00:00:00,10260,8668,1,1,D,36012,36012,36012,36012,36012,36012,39618.0,24006.0,24011.0,30735.0,24160.0,30893.0,30893.0,30893.0,30893.0,30893.0,30893.0,24148.0,24154.0,30802.0,27430.0,30829.0,22,61,4,10
489127,2008/2009,9,2008-10-25 00:00:00,8549,8655,1,1,D,30842,30842,30842,30842,30842,30842,30849.0,24136.0,23170.0,,30646.0,24753.0,24753.0,24753.0,24753.0,24753.0,24753.0,24393.0,33128.0,30892.0,35608.0,42183.0,60,53,1,4
489128,2008/2009,9,2008-10-25 00:00:00,8667,8659,0,3,A,24171,24171,24171,24171,24171,24171,38433.0,40055.0,24664.0,27267.0,32570.0,34437.0,34437.0,34437.0,34437.0,34437.0,34437.0,23023.0,30595.0,39073.0,23352.0,26143.0,54,78,2,3
489123,2008/2009,9,2008-10-26 00:00:00,8559,8586,2,0,H,23760,23760,23760,23760,23760,23760,30818.0,24656.0,31097.0,25421.0,40755.0,23934.0,23934.0,23934.0,23934.0,23934.0,23934.0,23933.0,35532.0,23784.0,24372.0,34261.0,47,46,5,5
489124,2008/2009,9,2008-10-26 00:00:00,9825,8654,0,2,A,24747,24747,24747,24747,24747,24747,24223.0,33049.0,27665.0,34543.0,33781.0,31013.0,31013.0,31013.0,31013.0,31013.0,31013.0,30613.0,23678.0,26181.0,36410.0,30843.0,39,46,7,11
489126,2008/2009,9,2008-10-26 00:00:00,10194,8456,3,0,H,30367,30367,30367,30367,30367,30367,24213.0,39027.0,40198.0,33974.0,107216.0,22994.0,22994.0,22994.0,22994.0,22994.0,22994.0,23333.0,24133.0,25668.0,38755.0,23314.0,54,40,10,3
489129,2008/2009,9,2008-10-26 00:00:00,9879,8462,1,1,D,25517,25517,25517,25517,25517,25517,23988.0,24373.0,63520.0,30830.0,30348.0,24020.0,24020.0,24020.0,24020.0,24020.0,24020.0,24843.0,30338.0,24737.0,31907.0,24741.0,51,58,3,10
489130,2008/2009,9,2008-10-26 00:00:00,10252,8528,0,4,A,37684,37684,37684,37684,37684,37684,97988.0,25150.0,41877.0,34466.0,127857.0,38807.0,38807.0,38807.0,38807.0,38807.0,38807.0,38609.0,23782.0,24780.0,23354.0,23264.0,42,60,3,6
489131,2008/2009,9,2008-10-26 00:00:00,8650,8455,0,1,A,32345,32345,32345,32345,32345,32345,31906.0,30686.0,30631.0,30679.0,37804.0,38818.0,38818.0,38818.0,38818.0,38818.0,38818.0,30889.0,37139.0,30618.0,37920.0,24635.0,40,40,8,8
489140,2008/2009,10,2008-10-28 00:00:00,8659,10261,2,1,H,33852,33852,33852,33852,33852,33852,40565.0,24205.0,34574.0,37799.0,24225.0,40055.0,40055.0,40055.0,40055.0,40055.0,40055.0,24664.0,38433.0,24171.0,23257.0,32570.0,53,59,6,14
489132,2008/2009,10,2008-10-29 00:00:00,8654,10260,2,0,H,30893,30893,30893,30893,30893,30893,24148.0,40961.0,40945.0,38817.0,27430.0,30966.0,30966.0,30966.0,30966.0,30966.0,30966.0,24747.0,33049.0,27665.0,33781.0,24773.0,61,57,10,6
489133,2008/2009,10,2008-10-29 00:00:00,8586,9825,4,4,D,31013,31013,31013,31013,31013,31013,30613.0,39297.0,26181.0,30843.0,30960.0,23760.0,23760.0,23760.0,23760.0,23760.0,23760.0,31097.0,30818.0,24656.0,31921.0,40755.0,47,39,10,7
489134,2008/2009,10,2008-10-29 00:00:00,8456,8549,2,0,H,24753,24753,24753,24753,24753,24753,24393.0,33128.0,30892.0,42183.0,35608.0,39027.0,39027.0,39027.0,39027.0,39027.0,39027.0,30367.0,24213.0,40198.0,33974.0,51553.0,43,52,1,8
489135,2008/2009,10,2008-10-29 00:00:00,8668,8559,0,1,A,37996,37996,37996,37996,37996,37996,23933.0,35532.0,24372.0,23934.0,34261.0,24011.0,24011.0,24011.0,24011.0,24011.0,24011.0,39618.0,24006.0,36012.0,24160.0,30735.0,43,53,2,10
489136,2008/2009,10,2008-10-29 00:00:00,8455,8667,0,3,A,34437,34437,34437,34437,34437,34437,23023.0,30595.0,39073.0,23352.0,26143.0,32345.0,32345.0,32345.0,32345.0,32345.0,32345.0,30631.0,30686.0,30630.0,30679.0,37804.0,30,47,6,6
489137,2008/2009,10,2008-10-29 00:00:00,8472,10194,1,0,H,22994,22994,22994,22994,22994,22994,23333.0,24133.0,25668.0,23314.0,38755.0,38802.0,38802.0,38802.0,38802.0,38802.0,38802.0,24411.0,,30352.0,23927.0,33418.0,41,57,6,3
